steps_back,steps_forward,steps_back_spacing,steps_forward_spacing,add_downstream_data,add_upstream_data,max_depth,num_leaves,min_child_samples,n_estimators,learning_rate,reg_alpha,reg_lambda,colsample_bytree,train_time [s],prediction_time [s],MAPE,MAE,MSE
15,15,2,15,True,True,11,60,400,700,0.01,25,5,1.0,4.487447599996813,0.1756586999981664,0.06066840573216028,6.0469329945486665,101.29183293500405
15,15,2,15,True,True,11,180,400,600,0.01,25,5,0.9000000000000001,3.8387434000032954,0.14702309999847785,0.06072724536388982,6.05205087844389,101.28274144232898
15,15,2,15,True,True,11,60,400,600,0.01,25,5,0.9000000000000001,3.7872145999936038,0.1445086000057927,0.06072724536388982,6.05205087844389,101.28274144232898
15,15,2,15,True,True,11,40,400,600,0.01,25,5,0.9000000000000001,3.773382000003039,0.15050249999694643,0.06072724536388982,6.05205087844389,101.28274144232898
15,15,2,15,True,True,11,60,400,600,0.02,25,0,0.8,3.5371705000034126,0.15822509999998147,0.06085588088524591,6.064861043348823,102.01073514611927
15,15,2,15,True,False,11,180,400,600,0.01,30,5,0.9000000000000001,3.3751975999948627,0.1410052000064752,0.06206753439780419,6.138389116891631,105.55777437261786
15,15,2,15,True,True,11,20,400,600,0.01,25,5,0.9000000000000001,3.4635491000008187,0.13781679999738117,0.060753066711025795,6.054571798743147,101.22530913924508
15,15,2,15,False,True,10,40,400,600,0.02,30,5,0.8,3.0299376000039047,0.15324239999972633,0.06247397240077832,6.278717955164868,107.15877151107814
15,15,2,15,True,True,11,200,450,600,0.01,25,0,0.9000000000000001,3.6867705000004207,0.14528940000309376,0.06099395931747533,6.086102008050543,101.60248013103126
15,15,2,15,True,True,10,340,450,600,0.02,25,5,0.9000000000000001,3.6230518000011216,0.1548478000004252,0.061049337193705276,6.094962762065571,102.32640290649174
15,15,2,15,True,True,11,40,400,700,0.01,25,5,0.9000000000000001,4.429307599999447,0.1777310000070429,0.060733050826263714,6.052833007220342,101.42577080343936
15,15,2,15,True,True,11,80,400,700,0.01,25,5,0.9000000000000001,4.439449999998033,0.17413800000213087,0.060733050826263714,6.052833007220342,101.42577080343936
15,15,2,15,True,True,11,440,400,600,0.01,30,0,0.9000000000000001,4.051810999997542,0.15319870000166702,0.06070704929519761,6.051174809578275,101.24813660294865
15,15,2,15,True,True,12,400,400,600,0.01,30,0,0.8,3.859092500006227,0.15273320000051172,0.06078481136986691,6.056516668964154,101.1694285087599
15,15,2,15,True,True,12,480,450,600,0.01,30,0,0.8,3.6800105000038457,0.14353880000271602,0.06101900967091576,6.0880837614379715,101.43850498532932
15,15,2,15,True,True,12,260,450,600,0.01,35,0,0.8,3.543105299999297,0.14478739999685786,0.0610113080384308,6.089087574467089,101.45353410509345
15,15,2,15,True,True,11,360,400,600,0.02,30,0,0.9000000000000001,3.897327300001052,0.17057439999916824,0.06086322234729951,6.069418790673478,102.0928693242741
15,15,2,15,True,True,12,180,350,600,0.01,30,0,0.8,3.9797743999952218,0.151741800003947,0.06059534927848417,6.032027640195525,101.25897749935275
15,15,2,15,True,True,12,20,350,600,0.08,35,0,0.8,3.382607600004121,0.15918609999789624,0.06362383449822724,6.372194719048781,109.98760979960178
15,15,2,15,True,False,12,160,300,600,0.02,30,0,0.7,3.6396800999973493,0.17286620000231778,0.0624918816272557,6.166173968554965,107.43386083532948
15,15,2,15,True,True,11,400,400,600,0.01,35,0,0.8,3.791116399999737,0.15403209999931278,0.06073192016204998,6.050679896648869,101.1911366468172
15,15,2,15,True,True,11,400,400,600,0.01,35,0,0.8,3.8005849000001035,0.14368710000053397,0.06073192016204998,6.050679896648869,101.1911366468172
15,15,2,15,True,True,11,380,350,600,0.01,30,0,0.8,4.058552300000883,0.1570255000006,0.06059675893085284,6.0313512690165005,101.2535149665138
15,15,2,15,True,True,12,420,350,600,0.060000000000000005,35,0,0.8,3.887391199994454,0.17266270000254735,0.06286795477610146,6.293544631173657,108.04050010868274
15,15,2,15,True,True,11,560,350,600,0.01,35,0,0.8,4.212415800004237,0.1532552999960899,0.06062618445550636,6.033593571565144,101.4000665831338
15,15,2,15,True,True,11,380,350,600,0.01,40,0,0.8,4.015856899994105,0.15052460000151768,0.06057784953243648,6.0311015854811485,101.18228291100753
15,15,2,15,True,True,12,400,100,600,0.01,40,0,0.7,7.492900400000508,0.21593550000034156,0.060839219800686906,6.033075532660265,102.88207058961616
